text,label,group_id
ну короче какой курс евро к доллару,1,pos_q_info__20
перефразируй сообщение коротко пожалуйста,1,pos_cmd_text__28
так ээ мама зкрой дерь,0,neg_cmd_to_person__30
короче Катя посмотри что там пожалуйста,0,neg_cmd_to_person__29
хм Маша посмотри что там,0,neg_cmd_to_person__37
… громкость погромче,1,pos_cmd_media__10
мм мм исправь абзац официально,1,pos_cmd_text__07
слушай хм отмени будильник на 10 мину почалуйста,1,pos_cmd_timer__26
м исправь этот текст по дружески пожалуйста?,1,pos_cmd_text__09
"мм, ээ сколько сейчас времени",1,pos_q_info__07
"хм, когда что лучше threads или async?",1,pos_mix__06
так Маша закажи пиццу,0,neg_cmd_to_person__30
ээ какой курс еср к доллару,1,pos_q_info__18
надо купить молоко и хлеб.,0,neg_statement_random__09
мм какой курс евро к доллару?,1,pos_q_info__14
"короче, так, сократи описаниепросаыми словами пожалуйста",1,pos_cmd_text__25
ну я читал статью про нейросети,0,neg_misc__36
"слушай, поставь таймер на 1…",1,pos_cmd_timer__22
… шеф что нового,0,neg_smalltalk_to_person__02
м как насгеоить aec!,1,pos_help_tech__15
ш не уверен что это хорошая идя наверное.,0,neg_statement_random__32
у нас завтра созвон если честно.,0,neg_statement_random__17
"слушай оля, поставь чайник",0,neg_cmd_to_person__09
короче в офисе сегодня шумно,0,neg_misc__02
слушай так помоги разобраться с ошибкой в python,1,pos_help_tech__02
хм коллега проверь почту…,0,neg_cmd_to_person__10
"м, эм запусти будильник в 7 30…",1,pos_cmd_timer__16
короче саша что нового,0,neg_smalltalk_to_person__13
хм прибавь громкость погромче,1,pos_cmd_media__21
так я оцаздываю на встречу,0,neg_statement_random__29
слушай слушай включи громкость для работы пожалуйста,1,pos_cmd_media__12
ну что нового в новостях пожалуйста,1,pos_q_info__11
"ну, ну, в метро опять задержка.",0,neg_misc__27
так слушай продолжай,1,pos_dialog_control__04
как ускорить инференс модели,1,pos_help_tech__10
слушай я люблю эту песню,0,neg_misc__24
ээ какой курс евро к доллару пожалуйста.,1,pos_q_info__18
м давай подробнее пожалуйста,1,pos_dialog_control__12
хм Катя ты где,0,neg_smalltalk_to_person__28
исправь письмо официально,1,pos_cmd_text__05
убавь плейлист для работы пожалуйста,1,pos_cmd_media__00
слушай хм поставьмузыку для рмботы!,1,pos_cmd_media__17
сколько как работает echo cancellation пожалуйста,1,pos_mix__15
ээ ээ отмена,1,pos_dialog_control__12
… я думаю взять выходной.,0,neg_statement_random__06
"эм, ээ пап, ты скоро?",0,neg_smalltalk_to_person__14
ээ мм Саша закажи пиццу пожалуйста,0,neg_cmd_to_person__35
"так, я не уверен что это хорошая идея.",0,neg_statement_random__00
так брат закрой дверь,0,neg_cmd_to_person__28
мм у папа как дела,0,neg_smalltalk_to_person__25
ну так Саша что нового?,0,neg_smalltalk_to_person__06
… ээ я опаздылаю на встречу.,0,neg_statement_random__10
ну маша…,0,neg_smalltalk_to_person__29
ну почему ко паает пожалуйста,1,pos_help_tech__12
ээ сестра перезвони позже,0,neg_cmd_to_person__14
ээ шеф выключи свет,0,neg_cmd_to_person__06
хм хм какой прогноз на выходные!,1,pos_q_weather__02
отмена?,1,pos_dialog_control__22
слушай прибавь трек погромче,1,pos_cmd_media__12
так слушай что нового в новостях,1,pos_q_info__24
… ээ включи расписание на завтра?,1,pos_mix__12
"пап, прибавь громкость",0,neg_cmd_to_person__24
эм так поставь трек на 30 процентов,1,pos_cmd_media__26
Аня объясни домашку,0,neg_cmd_to_person__15
отмени таймер н 5 минут,1,pos_cmd_timer__21
м м какой какая погода сейчас…,1,pos_mix__18
запусти таймер в 7 30.,1,pos_cmd_timer__11
сергей открой окно,0,neg_cmd_to_person__33
я читал статью про нейросети кажется,0,neg_statement_random__32
"хм, почеу код шадает!",1,pos_help_tech__18
дима сбрось ссылку пожалуйста,0,neg_cmd_to_person__18
хм короче ага,0,neg_misc__37
"ээ, эм, почему код падает",1,pos_help_tech__05
"ну, какой курс евро к доллару?",1,pos_q_info__26
эм зачем как исправить ошибку import,1,pos_mix__02
… дед ты где,0,neg_smalltalk_to_person__14
сократи письмо по дружески,1,pos_cmd_text__22
мм пошятно,0,neg_misc__11
Маша что нового,0,neg_smalltalk_to_person__15
"мм, пап, прибавь громкость",0,neg_cmd_to_person__29
"так, можешь перевод на английский пожалуйста",1,pos_mix__14
"слушай Аня, объясни домашку",0,neg_cmd_to_person__35
хм щм мне нужно закмнчить задачу,0,neg_statement_random__09
эм короче коллега открой окно,0,neg_cmd_to_person__04
Дима объясни домашку,0,neg_cmd_to_person__00
слушай у меня закончился кофе.,0,neg_statement_random__13
"хм шеф, ты скоро?",0,neg_smalltalk_to_person__15
так эм прибавь громкость погромче,1,pos_cmd_media__11
"ну, Лена, ты где?",0,neg_smalltalk_to_person__31
ээ ээ поставь громкость,1,pos_cmd_media__14
так ээ как почему код падает,1,pos_mix__01
слушай м у меня завтра много дел,0,neg_statement_random__25
хм какой курс евро к доллару пожалуйста.,1,pos_q_info__29
"слушай, сколько будет 17 умножить на 23",1,pos_q_info__08
м хм будетли дождь зачтра,1,pos_q_weather__25
ваня убав громкссть,0,neg_cmd_to_person__30
слушай сколько сколько будет 17 умножить на 23 пожалуйста,1,pos_mix__24
убавь музыку для работы.,1,pos_cmd_media__09
"так, нет.",0,neg_misc__07
… поставь напминание н 10 минут.,1,pos_cmd_timer__08
ээ отмени таймер на 1 час,1,pos_cmd_timer__28
"хм, ладно",0,neg_misc__09
эм слушай сегодня был сложный день.,0,neg_statement_random__15
мм мам ты скоро,0,neg_smalltalk_to_person__26
ну я не уверен что это хорошая идея.,0,neg_statement_random__30
ну переведи этот текст по дружески,1,pos_cmd_text__17
ну шеф скинь файл пожалуйста,0,neg_cmd_to_person__33
так корое какая погода сеччас,1,pos_q_weather__19
"хм, короче, сколько сейчас времени!",1,pos_q_info__24
эм ээ сколько будет 17 умножить на 23 пожалуйста,1,pos_q_info__20
м Оля посмвтри что ам,0,neg_cmd_to_person__36
эм сергей ты скоро,0,neg_smalltalk_to_person__37
проверь новости за сегодня пожалуйста,1,pos_mix__17
слушаб убавь громкость для раоты,1,pos_cmd_media__01
так мм я забыл ключи дома,0,neg_misc__33
саша помоги с кодом пожалуйста,0,neg_cmd_to_person__37
ну ну какая какая погода сейчас,1,pos_mix__29
мм слушай я опаздываю на встречу,0,neg_misc__05
коллега поставь чайник пожалуйста,0,neg_cmd_to_person__33
… мне надо позвонить другу,0,neg_misc__33
хм ээ мам сак дела,0,neg_smalltalk_to_person__25
так надя что нового,0,neg_smalltalk_to_person__15
сократи описание по дружески пожалуйста.,1,pos_cmd_text__18
м сестра тыскоро,0,neg_smalltalk_to_person__36
"эм, включи громкость погромче пожалуйста",1,pos_cmd_media__25
слушай мам ты где,0,neg_smalltalk_to_person__34
хм я люблю эту песню.,0,neg_statement_random__01
ээ слушай мам как дела?,0,neg_smalltalk_to_person__27
слушай эм в офисе сегодня шумно,0,neg_misc__00
ээ какой курс евро к доллару?,1,pos_q_info__13
"слушай, хм будет ли дождь завтра пожалуйста",1,pos_q_weather__00
… в семь вечеа,0,neg_statement_random__14
ээ ну перефразируй сообщение?,1,pos_cmd_text__04
хм так сколько почему код падает пожалуйста,1,pos_mix__10
слушай эм как настроить aec,1,pos_help_tech__04
… на улице пожалйста!,1,pos_q_weather__04
поставь напоминание на 1 час пожалуйста,1,pos_cmd_timer__03
… переведи сообщение официально,1,pos_cmd_text__29
"Петя, убаиь гюомкость",0,neg_cmd_to_person__26
убавь трек потише пожалуйста.,1,pos_cmd_media__06
"слушай, дед, убавь громкость",0,neg_cmd_to_person__21
"короче ээ, какой сегодня день недели?",1,pos_q_info__25
в холодильнике почти ничего нет,0,neg_misc__22
помоги разобраться с ошибкой…,1,pos_help_tech__07
ээ шеф ты где,0,neg_smalltalk_to_person__02
"ээ коллега, чфо нового?",0,neg_smalltalk_to_person__23
эм хм шеф ты скоро?,0,neg_smalltalk_to_person__26
так я люблю эту песню в общем,0,neg_statement_random__11
мм эм какая как исправить ошибку import пожалуйста,1,pos_mix__05
так как настроить aec,1,pos_help_tech__21
"короче, дед, открой окно",0,neg_cmd_to_person__22
ээ какой курс евро к доллару,1,pos_q_info__05
мне пцишло сообщениь,0,neg_misc__20
короче я хочу спать.,0,neg_statement_random__32
перефрйзируй описние…,1,pos_cmd_text__00
"м, мм Надя, что нового",0,neg_smalltalk_to_person__12
ээ сделай короче пожалуйста,1,pos_dialog_control__04
стоп объяснение vad,1,pos_mix__20
игорь прибавь…,0,neg_cmd_to_person__35
выключи радио для работы пожалуйста,1,pos_cmd_media__13
ээ брат что нового,0,neg_smalltalk_to_person__33
"эм, эм умеешщ регулярку для email?",1,pos_mix__16
эм эм отмени будильник на завтра утром,1,pos_cmd_timer__14
мм ну мам закрой дверь,0,neg_cmd_to_person__36
как сколько будет 17 умножить на 23,1,pos_mix__07
мм прибавь трек,1,pos_cmd_media__08
ээ ээ исправь описание официально пожалуйста,1,pos_cmd_text__08
мм мм останови напоминание на 1 час,1,pos_cmd_timer__18
так в метро опять задержка наверное,0,neg_statement_random__04
слушай мама убавь громкость пожалуйста,0,neg_cmd_to_person__20
… холодильнике почти ничего гт,0,neg_misc__27
слушай убавь музыку потише пожалуйста,1,pos_cmd_media__29
ээ какой прогноз на выходные пожалуйста,1,pos_q_weather__08
… ээ сегодня был сложный день,0,neg_misc__38
короче хм мам ты где,0,neg_smalltalk_to_person__21
эм сделай короче пожалуйста,1,pos_dialog_control__14
Маша помоги с кодом пожалуйста,0,neg_cmd_to_person__25
бабушка выключи свет,0,neg_cmd_to_person__11
… стоп настройку aec пожалуйста,1,pos_mix__21
так ну объясни как работает vad,1,pos_help_tech__29
"короче, Надя, что нового?",0,neg_smalltalk_to_person__08
… не уверен что это хорошая идея,0,neg_statement_random__21
мм останови будильник на 10 минут,1,pos_cmd_timer__10
эм ну кажется начался дождь,0,neg_misc__07
мм давай подробнее пожалуйста,1,pos_dialog_control__07
мм помоги разобраться с ошибкой в pytor пожалуйста,1,pos_help_tech__05
брат закажи пиццу,0,neg_cmd_to_person__25
… сократи этот текст по дружески,1,pos_cmd_text__20
эм мм умеешь задачу в to do,1,pos_mix__20
м слушай сегодня был сложный день,0,neg_misc__32
короче останови таймер на 10 минут,1,pos_cmd_timer__14
короче так поставь трек погромче пожалуйста,1,pos_cmd_media__09
так сегодня был сложный день,0,neg_statement_random__13
"эм дима, сбрось ссылку",0,neg_cmd_to_person__10
м ээ какая погода сейчас,1,pos_q_weather__07
"слушай бабушка, ты скоро",0,neg_smalltalk_to_person__29
"так, кажется начался дождь",0,neg_misc__30
короче мм поставь плейлист потише пожалуйста?,1,pos_cmd_media__06
"так, так, коллега, перезвони позже",0,neg_cmd_to_person__11
"эм брат, закажи пиццу",0,neg_cmd_to_person__32
м петя ты скоро,0,neg_smalltalk_to_person__02
ээ короче мне надо позвонить другу,0,neg_misc__27
"ну, эм мне нужно закончить задачу.",0,neg_statement_random__02
скажи короткое резюме текста,1,pos_mix__26
вчера было холоно,0,neg_misc__26
хм хм останови таймер на завта утром пжалуйста,1,pos_cmd_timer__14
ну в метро опять задержка кажется,0,neg_statement_random__31
"слушай, как ускорить инференс модели пожалуйста!",1,pos_help_tech__19
мм дсвай подробнее,1,pos_dialog_control__18
"ээ, надо купить молоко…",0,neg_misc__17
эм мне надо позвонить другу,0,neg_statement_random__25
… опять задержка кажется,0,neg_statement_random__03
"слушай, какой курс евро к доллару пожалуйста!",1,pos_q_info__29
м отмена,1,pos_dialog_control__19
м Аня сбрось ссылку,0,neg_cmd_to_person__16
мм эм аня ты где,0,neg_smalltalk_to_person__36
так создай короткое резюме текста,1,pos_mix__27
"так, хк, переведи описане коротко",1,pos_cmd_text__14
нак давай подробнее пожалфйста,1,pos_dialog_control__03
ну так почему код падает пожалуйста,1,pos_help_tech__16
ээ надя проверь почту,0,neg_cmd_to_person__15
хм выключ радио ля работы,1,pos_cmd_media__01
ну можешь погоду в амстердаме,1,pos_mix__20
прибавь тре,1,pos_cmd_media__14
короче мм мне нужно закончить задачу,0,neg_statement_random__18
мм сделай короче пожалуйста,1,pos_dialog_control__17
"ээ, дед, как дела?",0,neg_smalltalk_to_person__38
перефразируй сообщение?,1,pos_cmd_text__21
перефразируй сообщение официально.,1,pos_cmd_text__01
хм останови таймер в 7 30 пожалуйста.,1,pos_cmd_timer__20
слушй я люблю ту песню,0,neg_misc__26
"слушай, прибавь громкость на 30 процентов",1,pos_cmd_media__02
"шеф, проверь почту",0,neg_cmd_to_person__28
ну хм убавь музыку погсомье пожалуйста,1,pos_cmd_media__07
ээ Аня ты скоро,0,neg_smalltalk_to_person__18
брат включи свет пожалуйста,0,neg_cmd_to_person__37
так объясни как работает vad,1,pos_help_tech__05
хм слушай я давно не был в отпуске,0,neg_statement_random__21
так слушай я люблю эту…,0,neg_statement_random__09
м мам как дела,0,neg_smalltalk_to_person__24
покажи настройку aec,1,pos_mix__06
ээ ваня проверь почту,0,neg_cmd_to_person__04
ээ как настроить aec пожалуйста,1,pos_help_tech__27
эм поставь трек потише,1,pos_cmd_media__08
можно ли короткое резюме текста,1,pos_mix__13
ну исправь описание,1,pos_cmd_text__25
эм ну какой прогноз на выходные,1,pos_q_weather__10
поставь плейлист на 30 процентов?,1,pos_cmd_media__10
я люблю эту песню,0,neg_misc__02
дед ты где,0,neg_smalltalk_to_person__11
останови будильник на10 минт,1,pos_cmd_timer__09
мм Лена ты где,0,neg_smalltalk_to_person__04
м проверь перевод на английский пожалуйста,1,pos_mix__12
мм брат закаёи пиццм пожалуйста,0,neg_cmd_to_person__06
… хм брат как дела,0,neg_smalltalk_to_person__29
"мм пап, ты скоро",0,neg_smalltalk_to_person__34
выключи трек погромче!,1,pos_cmd_media__16
"м дед, прибавь громкость пожалуйста",0,neg_cmd_to_person__16
"ну, прибавь громкость пожалуйста!",1,pos_cmd_media__19
так короче я опаздываю на встречу,0,neg_statement_random__26
"короче, хм надя, выключи свет",0,neg_cmd_to_person__18
м у нас завтра созвон,0,neg_misc__28
повтори ещёркз пожалуйста!,1,pos_dialog_control__09
так Дима объясни домашку,0,neg_cmd_to_person__34
ну короче запусти напоминание на 5 минут пожалуйста,1,pos_cmd_timer__02
ну отмени будильник на 10 минут,1,pos_cmd_timer__16
будет ли дождь завтра,1,pos_q_weather__16
хм мм будет ли дождь завтра,1,pos_q_weather__09
какзй прогноз на выходные,1,pos_q_weather__28
слушай м сколько будет 17 умножить…,1,pos_q_info__15
ну Игорь как дела,0,neg_smalltalk_to_person__09
слушай ээ папа что нового,0,neg_smalltalk_to_person__05
"хм, ээпап, посавь чайник",0,neg_cmd_to_person__36
я читал статью про нейросети.,0,neg_statement_random__22
ну мм я опаздываю на встречу,0,neg_statement_random__04
мм бабушка скинь файл,0,neg_cmd_to_person__08
"хм, короче, петя, включи свет",0,neg_cmd_to_person__30
… выключи музыку на 30 процентов!,1,pos_cmd_media__13
"так, какой сегодня день недели",1,pos_q_info__20
м м перефразируй абзац простыми словами пожалуйста,1,pos_cmd_text__07
убавь радио погромче,1,pos_cmd_media__03
ну поставь будильник на 5 минут.,1,pos_cmd_timer__12
короче м бабушка скинь файл,0,neg_cmd_to_person__00
короче мм поставь таймер на 1 час пожалуйста,1,pos_cmd_timer__12
так продолжай будильник на 7 30 пожалуйста,1,pos_mix__06
в метро опять задержка кажется,0,neg_statement_random__05
ну короче переведи заметку про идеи,1,pos_mix__13
"слушай, пап, посмотри что там",0,neg_cmd_to_person__27
"так, дед, убавь громкость",0,neg_cmd_to_person__10
шеф…,0,neg_smalltalk_to_person__08
эм мм лена как дела,0,neg_smalltalk_to_person__24
запусти напоминание на 10 минут пожалуйста,1,pos_cmd_timer__21
"хм, добавь заметку про идеи пожалуйста?",1,pos_mix__04
мм в холодильнике почти ничего нет,0,neg_statement_random__05
сестра сбрось ссылку,0,neg_cmd_to_person__06
проверь сообщение простыми словами.,1,pos_cmd_text__20
эм короче в офисе сегодня шумно.,0,neg_misc__26
"хм Сергей, ты где?",0,neg_smalltalk_to_person__20
ээ м убавь плейлист погромче,1,pos_cmd_media__00
слушай отмени таймер на 10 минут пожалуйста,1,pos_cmd_timer__06
мм сколько будет 17 умножить на 23?,1,pos_q_info__21
эм Сергей выключи свет,0,neg_cmd_to_person__00
м сколькобудет 17 умножить на 23,1,pos_q_info__20
"короче, прибавь музыку погромче.",1,pos_cmd_media__03
эм хм останови будильник на 5 минут,1,pos_cmd_timer__06
… 17 умножить на 23 пожалуйста,1,pos_q_info__22
слушай слушай как ускорить инференс модели пожалуйста,1,pos_help_tech__07
слушай стоп,1,pos_dialog_control__28
короче какой курс евро…,1,pos_q_info__08
ну мм удали напоминание через час,1,pos_mix__23
… забыл ключи дома,0,neg_misc__02
"мм, эм надя, закажи пиццу…",0,neg_cmd_to_person__34
сстра ты скоро,0,neg_smalltalk_to_person__17
"Катя, как дела?",0,neg_smalltalk_to_person__25
мм ну переведи сообщение официально пожалуйста,1,pos_cmd_text__01
"х, катя,…",0,neg_cmd_to_person__25
получится ли погоду на завтра пожалуйста,1,pos_mix__03
ну так запусти напоминание на 1 час пожалуйста!,1,pos_cmd_timer__04
слушай будет ли дождь завтра,1,pos_q_weather__08
исправь абзац коротко,1,pos_cmd_text__18
м бабушка сбрось ссылку,0,neg_cmd_to_person__12
мм бабушка…,0,neg_cmd_to_person__07
"ээ, ээ проверь сообщение коротко пожалуйста?",1,pos_cmd_text__09
"так, помоги разобраться с ошибкой в python",1,pos_help_tech__20
мм стоп заметку про идеи?,1,pos_mix__07
м так надо купить молоко и хлеб,0,neg_misc__39
так у меня завтра много дел,0,neg_statement_random__30
хм м мама поставь таймер,0,neg_cmd_to_person__18
… что нового?,0,neg_smalltalk_to_person__29
так Петя скинь файл,0,neg_cmd_to_person__31
пря перезвони позже,0,neg_cmd_to_person__34
давай подробнее пожалуйста,1,pos_dialog_control__24
как настроить aec пожалуйста!,1,pos_help_tech__13
хм м пауза?,1,pos_dialog_control__29
"ну, короче я не уверен что это хорошая идея.",0,neg_statement_random__32
… объясни как работает vad пожалуйста,1,pos_help_tech__26
"ну петя, поствь тайник",0,neg_cmd_to_person__07
"эм, эм, запусти напоминание в 7 30",1,pos_cmd_timer__20
мм у меня затра много ыел,0,neg_statement_random__00
мм ээ в холодильнике почти ничего нет,0,neg_misc__34
у мня завтра мого дел,0,neg_statement_random__09
слушай так останови таймер на завтра утром пожалуйста,1,pos_cmd_timer__22
м ну что сколько времени пожалуйста,1,pos_mix__03
повтори…,1,pos_dialog_control__28
слушай хмшеф сброеь ссылку,0,neg_cmd_to_person__04
исправь сообщение пожалуйста,1,pos_cmd_text__02
"хм, я сегодня очень устал",0,neg_statement_random__18
эм ну какая погода завтра,1,pos_q_weather__29
"ээ, получится ли радио пожалуйста?",1,pos_mix__21
"хм, что нового в новостях",1,pos_q_info__04
"игорь, напомни мне завтра",0,neg_cmd_to_person__22
слушай мм переведи описание простыми словами,1,pos_cmd_text__18
так хм в холодильнике почти ничего нет,0,neg_statement_random__29
"м, сколько будет 17 умножить на 23?",1,pos_q_info__12
хм петя ты скоро,0,neg_smalltalk_to_person__14
ну вчера было холодно кажется.,0,neg_statement_random__00
Оля поставь таймер,0,neg_cmd_to_person__02
мм в офисе…,0,neg_statement_random__16
… поставь будильник на 1 час,1,pos_cmd_timer__26
так слушай какой прогноз н выходные уожалуйста,1,pos_q_weather__20
Катя посавь чайник,0,neg_cmd_to_person__29
мм так я забыл ключи дома,0,neg_statement_random__33
прибавь громкость погромче пожалуйста,1,pos_cmd_media__02
… останови погыду в амстедаме пожалуйста.,1,pos_mix__24
м мм лена как дела?,0,neg_smalltalk_to_person__15
ээ метро опять задержка,0,neg_misc__35
объясни как рбокает vad,1,pos_help_tech__22
кажетия ачался дождь.,0,neg_statement_random__38
дима закрой дверь,0,neg_cmd_to_person__37
"мм, короче, мне нужно закончить задачу",0,neg_misc__30
"бабушка, открой окно",0,neg_cmd_to_person__08
ээ ээ посавь объяснение vad,1,pos_mix__14
ээ дед ты где,0,neg_smalltalk_to_person__15
х хм мне нюжно закончить задачу,0,neg_misc__30
"ну, Петя, ты скоро?",0,neg_smalltalk_to_person__30
"игорь, что ночого?",0,neg_smalltalk_to_person__06
м мм переведи описание официально пожалуйста,1,pos_cmd_text__02
слушай ээ я опаздываю на…,0,neg_statement_random__19
ме нужно такончить задачу,0,neg_misc__21
"так, перефразируй абзац простыми словами?",1,pos_cmd_text__23
эм ээ прибавь радио,1,pos_cmd_media__08
в офисе сгдня шумно.,0,neg_statement_random__10
"Аня, убавь громкость",0,neg_cmd_to_person__02
я не уверен что это хорошая идея,0,neg_statement_random__33
так аня ты скоро,0,neg_smalltalk_to_person__34
"саш, сбрось ссылку пожалуйса",0,neg_cmd_to_person__22
ээ у меня болит голова,0,neg_misc__00
м м мам ты скоро,0,neg_smalltalk_to_person__18
м мм я опаздываю на встречу,0,neg_misc__29
запусти пример на python,1,pos_mix__02
"м, у нас завтра созвон",0,neg_statement_random__18
щм какой курс еро к доллару?,1,pos_q_info__09
ээ ваня как дела,0,neg_smalltalk_to_person__27
мм включи задачу в to do пожалуйста!,1,pos_mix__13
короче аня убавь громкость пожалуйста,0,neg_cmd_to_person__18
"м, короче, в метро опять задержка.",0,neg_misc__11
короче убавь псейлист на 30 прхцентов!,1,pos_cmd_media__19
ну хм я думаю взять выходной наверное,0,neg_statement_random__08
Катя включи свет,0,neg_cmd_to_person__12
какая температура на улице!,1,pos_q_weather__19
у нас…,0,neg_statement_random__16
эм мывстречаемся в семьвечера,0,neg_statement_random__19
короче ээ мне пришло сообщение в общем,0,neg_statement_random__13
мм проверь письмо официально пожалуйста,1,pos_cmd_text__20
так убавь таймер на 10 минут,1,pos_mix__10
мм короче какая температура на улице пожалуйста,1,pos_q_weather__26
"слушай, какая погода завтра?",1,pos_q_weather__06
"слушай, ну, останови будильник на 1 час.",1,pos_cmd_timer__12
эм стоп!,1,pos_dialog_control__12
мм бабушка поставь чайник,0,neg_cmd_to_person__33
"хм так, поставь трек потише",1,pos_cmd_media__03
короче вчера…,0,neg_statement_random__19
"так, слушай какая температура на улице",1,pos_q_weather__02
Катя перезвони позже,0,neg_cmd_to_person__25
какой курс евро к доллару,1,pos_q_info__23
мм я хочу спать,0,neg_misc__18
скажи пример на python,1,pos_mix__08
эм хм в офисе сегодня шумно,0,neg_statement_random__37
хм петя как дела,0,neg_smalltalk_to_person__05
Аня что нового?,0,neg_smalltalk_to_person__10
сколько будет 17 умножить на 23 пожалуйста,1,pos_q_info__22
м можешь список покупок,1,pos_mix__17
… какая погода завтра,1,pos_mix__20
слуша Саша поставь тайме,0,neg_cmd_to_person__02
ээ эм останови напоминание в 7 30?,1,pos_cmd_timer__24
слушай м в холодильнике почти ничего нет.,0,neg_statement_random__30
короче мне нужно закончить задачу,0,neg_misc__19
ээ исправь письмо по дружески,1,pos_cmd_text__19
сколько что лучше threads или async пожалуйста,1,pos_mix__13
короче в офисе…,0,neg_statement_random__07
"м надя, открой окно",0,neg_cmd_to_person__21
ну петя скинь файл,0,neg_cmd_to_person__13
будет ли дождь завтра пожалуйста,1,pos_q_weather__13
слушай слушай сашаприбаь громкость,0,neg_cmd_to_person__06
так короче у нас завтра созвон.,0,neg_misc__39
выключи плейлист погромче!,1,pos_cmd_media__15
м у меня болит голова,0,neg_misc__25
в холодильнике почти ничего нет если честно.,0,neg_statement_random__27
Саша те скоро,0,neg_smalltalk_to_person__22
слушай угц,0,neg_misc__15
"эм папа, открой окно",0,neg_cmd_to_person__33
включи таймер на 10 минут,1,pos_mix__22
понятно.,0,neg_misc__20
жм как настроить aec пожалуйста?,1,pos_help_tech__03
"м, мм, какой прогноз на выходные?",1,pos_q_weather__13
так слушай мне надо позвонить другу наверное,0,neg_statement_random__08
… Дима перезвони позже,0,neg_cmd_to_person__35
"мм, сколько сейчас времени?",1,pos_q_info__00
ээ включи трек для работы,1,pos_cmd_media__16
"хм сестра, поатавь уайник",0,neg_cmd_to_person__15
"Саша, объясни домашку",0,neg_cmd_to_person__32
так отмени таймер в 7 30.,1,pos_cmd_timer__22
катя помоги с кодом,0,neg_cmd_to_person__38
мм скажи задачу в to do пожалуйста,1,pos_mix__02
так эм какая погода сейчас,1,pos_q_weather__11
"ээ дима, ты скоро",0,neg_smalltalk_to_person__38
"коллега, ты где",0,neg_smalltalk_to_person__05
выключи радио,1,pos_cmd_media__04
"ну, хм, папа,…",0,neg_cmd_to_person__23
исправь письмз кротко,1,pos_cmd_text__17
ну пауза.,1,pos_dialog_control__00
… скинь файл,0,neg_cmd_to_person__06
мм прибавь плейлист?,1,pos_cmd_media__02
так шеф посмотри что там,0,neg_cmd_to_person__31
"м, отмени будильник на 5минут?",1,pos_cmd_timer__20
ну короче сократи этот текст официально?,1,pos_cmd_text__27
выключи громкость погромче,1,pos_cmd_media__06
ээ поясни расписание на завтра,1,pos_mix__26
включи плейлист,1,pos_cmd_media__20
"ээ, скажи короткое резюме текста пожалуйста.",1,pos_mix__27
короче какой почему код падает пожалуйста,1,pos_mix__18
так хм какая погода завтра,1,pos_q_weather__17
хм мама убавь громкость пожалуйста,0,neg_cmd_to_person__30
эм объясни как работает vad пожалуйста,1,pos_help_tech__25
слушай поставь таймер в 7 30 пожалуйста,1,pos_cmd_timer__15
выключи громкость пожалуйста,1,pos_cmd_media__23
… в холодильнике почти ничего нет кажется,0,neg_statement_random__30
"Оля, поставь такмер",0,neg_cmd_to_person__13
слушай хм сколько будет 17 умножить на 23 пожалуйста,1,pos_q_info__06
так хм сегодня был сложный день,0,neg_misc__37
"ээ, короче я думаю взять выходной…",0,neg_statement_random__20
слушай получится ли список покупок пожалуйста,1,pos_mix__25
ээ мм сегодня был сложный день,0,neg_misc__23
прибавь радио потише пожалуйста?,1,pos_cmd_media__05
мм какой прогноз на выходные,1,pos_q_weather__01
м у меня завтжа много дел,0,neg_statement_random__24
короче нужно ли таймер на 10 минут,1,pos_mix__23
слушай мне нравится этот фильм,0,neg_misc__16
эм ээ включи плейлист,1,pos_cmd_media__25
мм ну в холодильнике почти ничего нет,0,neg_misc__37
м проверь описание простыми словами,1,pos_cmd_text__07
"хм, мм переведи абзац простыми словами!",1,pos_cmd_text__28
мм так у меня завтра много дел,0,neg_misc__37
пауза?,1,pos_dialog_control__18
м у меня закончился кофе,0,neg_statement_random__10
хм пап ты скоро,0,neg_smalltalk_to_person__22
перефразируй перевод на английский пожалуйста?,1,pos_mix__27
мм отмени напоминане на 1 час пожалуйса,1,pos_cmd_timer__12
так хм сестра ты где?,0,neg_smalltalk_to_person__06
"м,слушай, пття, открой окно",0,neg_cmd_to_person__17
какой прогноз на выходные пожалуйста!,1,pos_q_weather__25
поставь громкость для работы,1,pos_cmd_media__21
поставь таймер на 1 час пожалуйста,1,pos_cmd_timer__21
ну ну да,0,neg_misc__16
ээ перефразируй сообщение официально пожалуйста,1,pos_cmd_text__22
эм что нового в новостях.,1,pos_q_info__14
"э, какая погода завтра пожалуйзта",1,pos_q_weather__24
"слушай, мм, Дима, выключи свет",0,neg_cmd_to_person__09
короче короче какая температура на улице,1,pos_q_weather__24
эм так я опаздываю на встречу,0,neg_misc__32
удали настройку aec,1,pos_mix__21
"слушай хм, кажется начался дождь",0,neg_misc__23
дд поставь чайник позалуйста,0,neg_cmd_to_person__16
слушай давай подробнее пожалуйста,1,pos_dialog_control__13
короче дед что нового,0,neg_smalltalk_to_person__32
эм исправь сообщение,1,pos_cmd_text__01
исправь сообщение официально,1,pos_cmd_text__02
м я думаю…,0,neg_misc__01
ну пятя напомни мне заятра,0,neg_cmd_to_person__32
хм эм продолжай,1,pos_dialog_control__14
"короче, переведи этот текст простыми словами.",1,pos_cmd_text__26
